paper,experiment,dataset,claim_index,spec_type,spec_repr,expected_repr,observed_repr,coverage_computable,correctness_passed,cmp_ok,cmp_passed,cmp_reason,cmp_detail,csv_path
badham2017_deficits,exp1,gold_standard,0,CountUnique,"CountUnique(slice=None, col='subject_id')",NumberValue(data=96),NumberValue(data=96),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,1,CountUnique,"CountUnique(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='young'), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=48),NumberValue(data=48),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,2,CountUnique,"CountUnique(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='older'), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=48),NumberValue(data=48),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,3,CountUnique,"CountUnique(slice=DataSlice(row_filter=And(kind='and', items=[Eq(kind='eq', col='age_group', value='young'), Eq(kind='eq', col='sex', value='female')]), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=42),NumberValue(data=42),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,4,CountUnique,"CountUnique(slice=DataSlice(row_filter=And(kind='and', items=[Eq(kind='eq', col='age_group', value='older'), Eq(kind='eq', col='sex', value='female')]), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=32),NumberValue(data=32),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,5,Mean,"Mean(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='young'), aggregates=[Const(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=19.3, atol=0.05, rtol=0.0)",NumberValue(data=19.270833333333332),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,6,Std,"Std(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='young'), aggregates=[Const(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=0.7, atol=0.05, rtol=0.0)",NumberValue(data=0.6760203740267676),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,7,Mean,"Mean(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='older'), aggregates=[Const(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=74.7, atol=0.05, rtol=0.0)",NumberValue(data=74.75),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,gold_standard,8,Std,"Std(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='older'), aggregates=[MeanAgg(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=5.6, atol=0.05, rtol=0.0)",NumberValue(data=5.56011633124895),True,True,True,True,,,/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/gold_standard/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,0,CountUnique,"CountUnique(slice=None, col='subject_id')",NumberValue(data=96),NumberValue(data=95),True,False,True,False,value_mismatch,"{""left"": {""kind"": ""number"", ""data"": 96}, ""right"": {""kind"": ""number"", ""data"": 95}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,1,CountUnique,"CountUnique(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='young'), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=48),"InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""number"", ""data"": 48}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,2,CountUnique,"CountUnique(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='older'), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=48),"InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""number"", ""data"": 48}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,3,CountUnique,"CountUnique(slice=DataSlice(row_filter=And(kind='and', items=[Eq(kind='eq', col='age_group', value='young'), Eq(kind='eq', col='sex', value='female')]), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=42),"InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""number"", ""data"": 42}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,4,CountUnique,"CountUnique(slice=DataSlice(row_filter=And(kind='and', items=[Eq(kind='eq', col='age_group', value='older'), Eq(kind='eq', col='sex', value='female')]), aggregates=None, group_by=None), col='subject_id')",NumberValue(data=32),"InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""number"", ""data"": 32}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,5,Mean,"Mean(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='young'), aggregates=[Const(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=19.3, atol=0.05, rtol=0.0)","InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""approx_number"", ""data"": 19.3, ""atol"": 0.05, ""rtol"": 0.0}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,6,Std,"Std(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='young'), aggregates=[Const(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=0.7, atol=0.05, rtol=0.0)","InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""approx_number"", ""data"": 0.7, ""atol"": 0.05, ""rtol"": 0.0}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,7,Mean,"Mean(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='older'), aggregates=[Const(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=74.7, atol=0.05, rtol=0.0)","InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""approx_number"", ""data"": 74.7, ""atol"": 0.05, ""rtol"": 0.0}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
badham2017_deficits,exp1,original_fair,8,Std,"Std(slice=DataSlice(row_filter=Eq(kind='eq', col='age_group', value='older'), aggregates=[MeanAgg(by=['subject_id'], cols=['age'])], group_by=None), col='age')","ApproxNumberValue(data=5.6, atol=0.05, rtol=0.0)","InvalidValue(data=None, reason='row_filter_failed', detail={'error': 'KeyError', 'message': '""Eq.col \'age_group\' not in columns: [\'Unnamed: 0\', \'participant\', \'task\', \'trial\', \'choice\', \'correct_choice\', \'reward\', \'block\', \'condition\', \'category\', \'object\', \'all_features\', \'feature1\', \'feature2\', \'feature3\', \'is_training\', \'subject_id\', \'correct\', \'factor_structure_type\']""'})",False,False,False,False,invalid_value,"{""left"": {""kind"": ""approx_number"", ""data"": 5.6, ""atol"": 0.05, ""rtol"": 0.0}, ""right"": {""kind"": ""invalid"", ""data"": null, ""reason"": ""row_filter_failed"", ""detail"": {""error"": ""KeyError"", ""message"": ""\""Eq.col 'age_group' not in columns: ['Unnamed: 0', 'participant', 'task', 'trial', 'choice', 'correct_choice', 'reward', 'block', 'condition', 'category', 'object', 'all_features', 'feature1', 'feature2', 'feature3', 'is_training', 'subject_id', 'correct', 'factor_structure_type']\""""}}}",/Users/younesstrittmatter/Documents/GitHub/AutoResearch/PSYCHE-Bench/methods/psych101/behavioral_data/badham2017_deficits/exp1.csv
